,text,labels
268,"Заклавши в одвірки скалку, двоє людей перетягли ремінь, від чого скалка крутилась й скрипіла.",0
269,- Слава Ісусу!,1
270,- привітався Іван.,0
271,Але йому нічого не одновіли.,0
272,"Так само фуркала скалка, і двоє людей, скуплені й строгі, тим самим рухом перетягали ремінь.",-1
273,"Скалка починала куритись, і скоро маленький вогник вискочив з неї та запалав з обох кінців.",0
274,"Ватаг побожно підняв вогонь і встромив в ватру, зложену коло дверей.",0
275,- Навіки слава!,1
276,"- обернувся він до Івана.- Тепер маєм живий вогонь, а доки ме він горіти, ні звір, ні сила нечиста не озьмеся маржини та й нас, ирщених…

І завів Івана до стаї, де од порожніх бербениць, путин([18]) та голих лавиць йшов запах пустки.",-1
277,"- Завтра приженуть нам худібку, коли б допоміг панбіг усю людям віддати,- обізвавсь ватаг і розповів, що Іван має робити.",1
278,"Щось було спокійне, навіть величне в мові та в рухах полонинського Єазди.",1
279,"- Мико!…- гукнув він у двері.- А розклади борше ватру у стаї…

Тонкий кучерявий Микола, з повним жіночим обличчям, вніс в стаю вогонь.",1
280,"- Ти ж хто, браччіку, будеш - вівчар?",0
281,- зацікавивсь Іван.,0
282,"- Ні, я спузар,- одкрив зуби Микола,- маю пильнувати ватри, аби не згасла через все літо, бо була б біда!…- Він навіть з жахом озирнувся навколо.- Та й піти до потоку води, та й у ліс дров…

Тим часом ватра розгоралась на полонині.",-1
283,"Повним поваги рухом, як давній жрець, підкидав ватаг до неї сухі смереки та свіжу хвою, і синій дим легко здіймався над нею, а далі, кинутий вітром, зачеплявся за гори, перетинав чорну смугу лісів та стелився по далеких блакитних верхах.",1
284,"Полонина починала своє життя живим невгасимим вогнем, що мав її боронити од всього лихого.",1
285,"І, наче знаючи се, вогонь вивсь гордо своїм гадючим тілом та дихав усе новими клубами диму…

Чотири сильних вівчарки, поклавши в траву свої кожухи, дивились задумливо в гори, готові в одну хвилину скочить на ноги, показать зуби та наїжити шерсть.",1
286,День уже гас.,0
287,Гори міняли своє блакитне убрання на рожеві з золотом ризи.,1
288,Микола кликав вечерять.,0
289,"Тоді зійшлись до стаї всі вівчарі і сіли біля живого вогню, щоб в мирності з'їсти свою першу полонинську кулешу…

x x x
Яка ж тота полонинка повесні весела, як овечки у ню ідуть із кожного села!…

Високий ватаг, наче дух полонини, обходить з вогнем стоїще.",1
290,"Обличчя в нього поважне, як у жерця, ноги ступають твердо й широко, а дим з головешки фурка за ним крилатим змієм.",1
291,"На воротях стоїща, куди мають переходити вівці, ватаг кида вогонь, а сам наслухав.",0
292,Він чує хід полонинський не тільки вухом.,0
293,"Він серцем чує, як з глибоких долин, де киплять ріки та рвуть береги, з тихих осель і царинок котиться вгору, на поклик весни, жива хвиля худібки і під ногами її радо зітхає земля.",1
294,"Він чує далеке дихання отари, ричання корів і ледве вловимий голос пісень.",0
295,"А коли врешті показалися люди і підняли угору довгі трембіти, позолочені сонцем, щоб привітать полонину серед синіх верхів, коли заблеяли вівці і шумливим потоком залляли всі загороди, ватаг впав на коліна та підняв руки до неба.",0
296,"За ним схилились до молитви вівчарі й люди, що пригнали маржину.",0
297,"Вони прохали у бога, щоб вівця мала гаряче серце, як гарячий вогонь, який переступала, щоб господь милосердний заступив християнську худібку на росах, на водах, на всіх переходах од всякого лиха, звіра й припадку.",1
298,"Як допоміг бог зібрати худібку докупи, щоб так допоміг усю людям віддати…

Ласкаво слухало небо простосердечну молитву, добродушно хмурився Бескид, а вітер, пролітаючи далі, старанно вичісував трави на полонині, як мати дитячу головку…

x x x
Полонинко, верховинко, чим-есь так згорділа, чи не тими овечками, що-сь тільки уздріла?",1
299,- Гісь!,0
300,Гісь!,0
301,- підганяє ззаду вівчар.,0
302,"Вівці ліниво згинають коліна, тремтять на тонких ніжках і трусять вовну.- Гісь!",1
303,"Гісь!…- Голі морди, з старечим виразом зануди, одкривають слиняві губи, щоб поскаржитись бозна-кому: ""Бе-е… ме-е…"" Два вівчарі ведуть перед.",1
304,"Червоні гачі мірно розтинають повітря, од руху киває на ході за кресанею квітка,- Бир-бир!…- Вівчарки нюхають вітер і одним оком скоса поглядають на вівці, чи все в порядку.",1
305,"Треться вовна об вовну, біла об чорну, хвилюють пухнаті хребти, як дрібні в озері хвилі, і драгліє отара.- Птруа… птруа!…- Горляний поклик все навертає крайніх в отару, тримає повідь у берегах.",1
306,"Гори голубіють навколо, як море, вітер громадить на небі хмари.",1
307,"Тремтять кучеряві овечі хвости, а голови всі нахилились, і білі плескаті зуби вигризають у корінь солодку бриндушу, храбуст або рожевий горішок.- Бир!",1
308,"Бир!…- Стелить отарі під ноги полонина свій килим, а вона накриває її рухомим рябим кожухом.",0
309,"Хрум-хрусь… Бе-е… ме-е!… Хрусь-хрусь… Тіні од хмар бродять по ближчих горбах, пересувають їх з місця на місце.",-1
310,"Ходять, здається, гори, як вали в морі, і тільки далекі непорушно голубіють на місці.",0
311,"Сонце залляло овечу вовну, розклавшись веселкою в ній, запалило трави зеленим вогнем, за вівчарями ідуть довгі їх тіні.- Птруа… Птруа!…-Хрум-хрусь… хрусь-хрусь… Нечутно ступають пастухи в постолах, котиться м'яко вовниста хвиля по полонині, а вітер почина грати на далекім воринні.",-1
312,"Дз-з…- тонко співає він в одколоту скалку, докучно бринить, як муха.",1
313,"Дз-з…- обзивається грубо друге вориння, наводячи сум.",-1
314,Хмари все прибувають.,-1
315,"Вони вже закрили півнеба, гасне далекий Бескид, і чорніє, і похмурніє в тінях, немов удівець, а полонина ще молодіє.",0
316,"І питається вітер тонко в воринні: ""Чому ти ся бай не жениш, високий Бескиде?""",1
317,"-""Бо зелена полонинка за мене не піде"",- сумно зітхає Бескид.",-1
318,"Блакитне небо замазалось сірим, море гір потемніло, полонина погасла, і отара овець повзе по ній, як сірий лишай.",-1
319,Холодний вітер розправля крила і б'є ними у груди попід кептар.,0
320,"Так трудно дихать, що хочеться обернутись до нього спиною.",0
321,"Хай б'є… Тонко заводить вориння, як муха в тенетах, скиглить біль нестерпучий, плаче самотній сум… Дз-з… дзи-и… Невгавуче, безперестанку.",-1
322,Висотує жили і крає ножем по серці.,0
323,"Хтів би не слухать, але не можна, хтів би втекти - та де?",0
324,Гісь-гісь!… А ти куди?… Шляг би ті трафив!,0
325,Бир-бир!… Мурко!… Але Мурко вже навертає.,0
326,"Обганяє вівцю, вітер настовбурчив на ньому шерсть, а він зловив вже зубами за карк вівцю і кинув в отару.",1
327,Дз-з-и и… Дз-зі-і-і… Так зуби болять одноманітним і нестерпучим болем.,-1
328,Зціпив би зуби й замовк.,0
329,Боли.,0
330,"Дзичи, пек ті та цур!",0
331,Що воно плаче?,-1
332,"Відай, се ""той"", бодай скаменів!… Отак, здається, впав би на землю, безсилий, затулив вуха руками та би заплакав… Бо вже не годен… Дз-з-и-и… Дзі-у-у!… Йой!…

Іван виймає флояру і дме у неї що має сили, але ""той"", навіжений, сильніший за нього.",0
333,"Летить од Чорногори, як розгнузданий кінь, б'є копитами трави і розмечує гривою згуки флояри.",0
334,"А Чорногора, мов відьма, блима за ним більмом - сніговим полем з-під чорних розпатланих кіс і лякає.",-1
335,"Дз-и-и… Дзі-у-у!…

Закотилися вівці в долинку, і тут тихіше.",0
336,На сірому небі показалось блакитне озерце.,1
337,Остра полонинська трава сильніше запахла.,1
338,Озерце в небі виступа з берегів і вже широко розлило води.,1
339,"Заголубіли знову верхи, а всі долини налились золотом сонця.",1
340,Іван дивиться вниз.,0
341,"Там десь, між горами, де люди, по зеленій отаві походжають білі ноги Марічки.",0
342,її очі звернені десь на полонину.,0
343,Чи співає свої співанки?,0
344,"А може, справді порозсівала по горах, вони зійшли квітками, а Марічка замовкла?",0
345,"Ой як будуть вівчарики
Білі вівці пасти,
Будуть мої співаночки
За кресаню класти…-
згадується йому милий дівочий голос, і він зриває квітку та закосичує нею кресаню.",1
346,Птруа… птруа… Сонце пече.,0
347,Робиться душно.,0
348,"Котяться вівці, пирхають на бігу, кривлять старечі губи, щоб краще стяти зубами солодкий храбуст, та лишають по собі свіжі бабельки.",1
349,"Хрусь-хрусь… хрум-хрум… Треться вовна об вовну, біла об чорну, хвилюють хребти, як в озері хвильки… Бе-е… ме-е… а собаки усе тримають отару у берегах.",1
350,Потомились вівчарки.,0
351,Лягають і носять боками в траві.,-1
352,"На довгий червоний язик, що звиса між іклами, сідають мухи.",-1
353,- Бир-бир!,0
354,"- сердито гукає Іван, і вже собаки при вівцях.",0
355,"Далеко, на полонині, під густим лісом, пасуться корови.",0
356,Бовгар([19]) сперся в задумі на довгу трембіту.,-1
357,Так поволі тягнеться час.,0
358,"Гірське повітря прополоскало груди, хочеться їсти.",0
359,І як самотньо!,-1
360,"Стоїш тут маленький, як бадилина у полі.",0
361,"Під ногами зелений острів, що його обливають блакитні води далеких гір.",0
362,"А там, по суворих диких верхах, десь у безводах, в безслихах, гніздиться всяка мара, ворожа сила, з якою тяжко боротись.",-1
363,"Лиш одно - сокотися…

Гісь-гісь!",0
364,"Трусяться вівці зеленим полем, м'яко ступають по траві постоли… Тиша така, що чутно, як кров тече в жилах… Сон налягає.",0
365,"Кладе м'якеньку лапу на очі і на лице і шепче до вуха: спи… Вівці тануть перед очима… от вже з овець стали ягнята, а от нічого нема.",0
366,"Поплили трави, як зелена вода.",0
367,Приходить Марічка.,0
368,"Ой не обдуриш, небого, ой ні… Іван знає, що то лісна, а не Марічка, що то вона надить його.",0
369,Щось тягне його за нею!,0
370,"Не хоче, а вже пливе, як пливуть трави зеленим потоком…

І раптом дике передсмертне ревіння корови викидав його зі сну.",-1
371,Що?,0
372,Де?,0
373,"Бонгар як стояв, опершись трембітою в землю, так і застиг.",0
374,"Рудий бугай вдарив ногами в землю, зігнув воласту шию і підняв хвіст.",-1
375,"Він вже мчить на той крик, високо скаче і рве ногами траву.",-1
376,Ріже ногами повітря.,0
377,Бовгар стрепенувся і поспішав за ним до лісу.,0
378,Бахнув у лісі стріл.,0
379,Бах-бах-бах…- загриміли з рушниць верхи.,0
380,"Бах-бах-бах…- озвались дальші, і все німів.",0
381,Тиша.,0
382,"""Певно, ""вуйко"" зарізав корову"",- дума Іван і пильніше оглядає свою отару.",0
383,"- Птруа-птруа…- Сонце наче заснуло, вітер затих і перенісся з землі на небо.",1
384,"Він вже громадить там хмари, таке саме збурене море верхів, яке бачив круг полонини.",-1
385,"В безконечних просторах загинув час, і не знати, чи день стоїть, чи минає…

Раптом до вуха долітав давно жданий поклик трембіти.",-1
386,"Він приносить од стаї запах кулеші та диму і довгим мелодійним тремтінням оповідав, що кошари чекають на вівці…

- Гісь-гісь…- Мечуться пси, блеють овечки і ллються перистим потоком в долину, трясучи вим'ям, обважнілим од молока…

x x x
Вже третю добу сів на полонині дрібний мачкатий дощик.",-1
387,"Закурились верхи, закуталось небо, і в сірій мряці пропали гори.",0
388,"Вівці ледве ходили, важкі, повні водою, як губка; одежа на вівчарях стала холодна й цупка.",-1
389,"Тільки й спочинку було, що під дашком у струнці([20]) під час доїння.",0
390,"Іван сидить, опершись плечима в дошку, а ногами стискає дійницю.",0
391,"Біля нього - чорний пелехатий козар([21]), що за кожним словом клене, а там ще вівчарі.",0
392,"Нетерплячі дроб'єта, яким прибува молоко, пруться з загороди у струнку, щоб їх швидше здоїли.",1
393,"Але ж бо почекайте, сараки, бо так не йде… Лиш по одній…

- Рист!",0
394,- сердито кидає ззаду гонінник в овечий лемент та хльоска мокрим прутом.- Рист!,-1
395,"Рист!…- підбадьорюють вівчарі та одхиляють коліна од дірки, кудою скаче у струнку вівця.- А!",-1
396,Бодай бис…- клене козар і не кінчає: ану скажеш в таку годину!,0
397,Навиклим рухом Іван хапа вівцю за хребет і тягне до себе задом понад широку дійницю.,1
398,"Покірно стоїть вівця, невигідно розчепіривши ноги, гака дурна, і слуха, як дзюрить з неї молоко у дійницю.- Рист!",-1
399,- хльоска ззаду гонінник.- Рист!,0
400,Рист!,0
401,- покликують і собі вівчарі.,0
402,"Здоєні вівці, немов стуманілі, падають в загороді на камінь, кладуть голову на лапки і кривлять голі старечі губи.- Рист!",-1
403,"Рист!…- Іванові руки безперестанку мнуть тепле овече вим'я, одтягають дійки, а по руках в нього тече молоко, що пахне лоєм і підіймає з дійниці масну солодку пару.",0
404,- Рист!,0
405,"- Вскакують вівці як очманілі, розчепірюють над дійницями ноги, і десять вівчарських рук мнуть тепле вим'я.",0
406,"Жалібно плаче мокра отара по сей і той бік струнки, падають в загороду знесилені вівці, а густе молоко дзвінко дзюрить в дійницю та затікає теплим струмочком аж за рукав.- Рист!",-1
407,"Рист!…

Козар сміється очима до своїх кіз.",0
408,"Вони не те, що овечки, в них гостре серце.",1
409,"Не падають трупом, як плохі вівці, а твердо стоять на тоненьких ногах.",0
410,"Цікаво підняли ріжки і дивляться в мряку, наче крізь неї щось бачать, і так бадьоро трясуться у них тоненькі борідки…

x x x
Опустіли кошари.",0
411,Тиша і пустка.,0
412,"Може, там десь в глибоких долинах, звідки гори починають рости, і лунають сміх людський та голоси, але у се віриться мало.",1
413,"Тут, в полониш, де небо накриває безлюдні простори, що живуть в самотині тільки для себе, вікує тиша.",0
414,Лиш в стаї тріщить невгасимий погонь і все висилає синій дим свій на мандри.,-1
415,"Здоєне молоко важко спочиває в дерев'яній посуді, над ним схилився ватаг.",-1
416,Він вже його заправив.,0
417,"З подри([22]), де сохнуть великі круглі боханці будзу, повіває на ватага вітер, але не може прогнати зі стаї запаху вугля, сиру і овечої вовни.",1
418,Бо тим самим пахне і ватаг.,0
419,"Нові бербениці й барильця німують в кутку, хоч тільки запукай до них - і обізветься голос, що там жиє.",1
420,Холодна жентиця([23]) світить з коновки зеленим оком.,-1
421,"Ватаг сидить серед свого начиння, як батько серед дітей.",0
422,"Все воно - чорні лавки і стіни, ватра і дим, будз, бербериці й жентиця,- все воно близьке і рідне, на всьому спочила його тепла рука.",-1
423,"Молоко вже гусне, але ще йому не пора.",0
424,Тоді ватаг вийма з-за череса цілий жмуток дерев'яних колодок і починав читати.,0
425,"Там закарбовано все, в тій дерев'яній книзі, хто скільки має овець і що кому належить.",0
426,"Турбота зсува йому брови, а він уперто чита: ""Мосійчук має штирнадцять дроб'ет, а му належит…""

За стінкою стаї спузар виводить:

Питається у баранця
Круторіжка вівця:
Ци ти вробиш, баранчику,
Зеленого сінця?",-1
427,- Розспівався!,0
428,- сердиться ватаг і наново перелічує карби.,0
429,"Не знаєш ти, круторіжко,
Яка буде зима,
Ци ти вийдеш, ци не вийдеш
З полонинки жива, -
докінчує спузар у сінях і входить в стаю.",1
430,"Закопчений, чорний, згинається над вогнем, і білі зуби блищать у нього.",0
431,Вогонь потріскує стиха.,0
432,Молоко в путині жовкне і гусне.,0
433,"Ватаг схилився над ним скуплений, навіть суворий.",-1
434,"Розщібає поволі рукава і по сам лікоть занурює в нього свої голі, зарослі волоссям руки.",0
435,"І так застигає над молоком…

Тепер має бути тихо у стаї, двері замкнені, і навіть спузар не сміє кинуть оком на молоко, поки там твориться щось, поки ватаг чаклує.",0
436,"Все наче застигло в німому чеканні, бербениці затаїли у собі голос, притаїлись будзи на полицях, поснули сном чорним стіни і лави, вогонь ледве диха, і навіть дим соромливо тікає в вікно.",-1
437,"Тільки по легкому рухові жил на ватагових руках помітно, що насподі в посуді одбувається щось.",1
438,"Руки оживають потроху, то підіймаються вище, то опускаються нижче, закруглюють лікті, щось плещуть, бгають та гладять там всередині, і раптом з дна посуди, з-під молока, підіймається кругле сирове тіло, що якимсь чудом родилось.",-1
439,"Воно росте, обертає плескаті боки, купається в білій купелі, само біле і ніжне, і коли ватаг його виймає, зелені родові води дзвінко стікають в посуду…

Ватаг легко зітхнув.",1
440,Тепер і спузар може вже глянуть.,0
441,"Славний родився будз, ватагові на втіху і на пожиток людям…

Одчиняються двері нарозтіж, вітер дме з подри, ватра з радості лиже чорний котел, в якому сироватка Єуля коломийки, і серед диму й вогню блищать в спузаря зуби…

А коли сонце заходить, ватаг виносить зі стаї трембіту і трубить побідно на всі пустинні гори, що день скінчився миром, що будз йому вдався, кулеша готова і струнки чекають на нове молоко…

x x x
За своє літування у полонині зазнав Іван немало пригод.",1
442,Раз він побачив дивну картину.,0
443,"Мав уже гнати вівці до стаї, коли ненароком озирнувся на близький верх.",0
444,"Мряка знизилась і укутала ліс, а він став легкий і сивий, як привид.",1
445,Тільки полянка зеленіла під ним та чорніла одинока смерека.,0
446,І ось та смерека закурилась і почала рости.,0
447,Росте та й росте - і ось виступив з неї якийсь чоловік.,0
448,"Став на полянці, білий, високий, і гукнув назад себе у ліс.",-1
449,"І зараз вийшли з лісу олені, один за другим, а що вийде новий, то роги у нього все кращі та веселіші.",1
450,"Гуртом вибігли серни, потремтіли на тоненьких ногах та й почали щипати траву.",0
451,"А що розсиплються серни, то ведмідь їх заверне, отак як вівці вівчарка.",0
452,А той білий пасе - ще й погейкує на худібку.,0
453,"Тут раптом звівся вітер, а то стадо як пирсне, так і пропало.",0
454,"Отак як би хукнув на скло, воно за пітніє, а потому щезне усе, наче нічого не було.",0
455,"Він показував іншим, але ті дивувалися: ""Де?",1
456,"Сама лиш мряка"".",0
457,"За два тижні ""великий"" - так вівчарі пошепки називали ведмедя - зарізав ще п'ять корів.",1
458,Часто негура([24]) заставала вівці у полонині.,0
459,"У густій мряці, білій, як молоко, все пропадало: небо, гори, ліси, пастухи.- Г-ей!",1
460,- кликав Іван перед себе.- Г-ей!,0
461,"- відзивалось глухо на його поклик, як з-під води, а звідки, де був той, що кричав,- невідомо.",0
462,"Вівці сивим туманом котились попід ногами, а далі пропадали й вони.",-1
463,"Іван йшов безпомічний, простягти руки перед собою, наче боявся на щось наткнутись, і кликав: - Гей!…- Де ти?",-1
464,- обзивалось вже ззаду - і Іван мусив ставати.,0
465,"Стояв безпорадний, згублений у липкому тумані, і коли прикладав до уст трембіту, щоб обізватись, другий кінець трембіти розпливався у мряці, а здушений голос її, тут же на місці, падав йому під ноги.",-1
466,Так вони розгубили кілька овечок.,0
467,"""Вуйко"" роздер ще дві корови, але то було востаннє: добирався вночі до стаї та й настромився на кіл.",0
468,Тепер його шкура сушиться на кілках і на неї брешуть собаки.,0
469,Часом била на полонині плова.,0
470,Святий Ілля воювавсь з тими - цур їм та пек!,1
471,Так блискав мечем і так гримав з рушниці - свят єси господи!,0
472,"- що лупилося небо та западало на гори, а щойно лусне, то щось чорне за кожним разом зів'єся туди-сюди - та й шусть під камінь… Він, щез би, глумиться богові, підставляє, свою гузицю, а вівчареві біда: страху набереться, ще й змокне до нитки…

У петрівку упали зими - і то такі тяжкії, що три дні не сходив сніг.",-1
473,"Тоді розчахнулось багато овечок…

Зрідка приходили люди з долини, їх обступали, питаючись навперейми:

- Що чути селом?",1
474,"І, як ті діти, слухали прості оповідання про те, скільки люди вробили сіна, що буришки([25]) нема, кукурудзи ріденькі, а Мочарникова Ілена померла.",0
475,"Потому всі разом пили за здоров'я маржинки, гості набирали у бербениці бриндзи та в мирності знову спускались в долини.",0
476,Вечорами біля стаї палали вогні.,0
477,"Вівчарі скидали з себе одежу та трусили над ними воші або, зібравшись докупи, зголоднілі за літо без ""челядини"", вели безконечні масні розмови.",0
478,Їх регіт покривав навіть сонні зітхання худоби.,0
479,"Іван, перше ніж облягатись, кликав до себе Миколу, завжди співучого і говіркого.",1
480,"- Мико!… Ходи д'мені, браччіку!…

- Почекай, браччіку Йва, я зараз!",0
481,"- гукав од стаї спузар, і вже звідти долітала до Івана його співанка:

Чорногора хліб не родить,
Не родить пшеницю,
Викохує вівчариків,
Сирок і жентицю…
Микола був сиротою і виріс у полонині.",-1
482,"""Плекали мя вівці"",- говорив він про себе, пригладжуючи непокірні кучерики.",1
483,"Упоравшись, лягав спузар біля Івана, весь чорний, пересичений димом, й блищав молодими зубами при вогні ватри.",0
484,"Іван присувався ближче до нього, ловив Миколу за шию й прохав:

- Оповіж, браччіку, казку якус, ти їх багато знаєш…

З чорного неба капали зорі, й пливла по ньому білим шумом небесна ріка.",1
485,В долинах дрімали гори.,0
486,"- Відай, ростут,- кидав наче до себе Іван.",0
487,- Хто?,0
488,- Гори.,0
489,"- Перше росли, тепер перестали…

Микола мовкне, але потім додає стиха:

- З первовіку не було гір, лише вода… Така вода, гейби море без берегів.",1
490,Та й бог ходив водою.,0
491,"Але раз він уздрів, що на воді крутиться шум.",-1
492,"""Хто ти є?""",0
493,- запитав.,0
494,"А воно каже: ""Не знаю.",0
495,"Живий сме, а ходити не можу"".",1
496,А то був арідник.,0
497,"Бог про него не знав, бо він був, як бог, з первовіку.",0
498,"Дав бог йому руки та й ноги, і ходять вже разом оба побратими.",0
499,"От вкучилось їм все по воді ходити, схотів бог землю зробити, а як дістати з дна моря глини - не знає, бо бог все знав на світі, лише нічого не вмів зробити.",1
500,"А арідник мав силу до всього - та й каже: ""Я бих туди пронир"".- ""Пронри"".",0
501,"От він пірнув на дно, згріб в жменю глини, а решту сховав до рота для себе.",-1
502,"Узяв бог глину, розсіяв.",0
503,"""Більше нема?""",0
504,"- (.Нема"".",0
505,"Поблагословив бог ту землю, та й почала вона рости.",0
506,"А та, що в роті у сотони, росте й собі.",0
507,"Росте та й росте, вже й рота розперла, не можна йому дихати вже, очі на лоба лізуть.",0
508,"""Плюй!""",0
509,- радить бог.,0
510,"Зачав він плювати, та й де лиш плюне, там виростають гори, одна вище за другу, до самого неба доходять.",1
511,"Вони б і небо пробили, коли б бог не закляв.",1
512,"Відтоді перестали гори рости…

Дивно Іванові, що такі красні гори, такі веселі, а сотворив їх злий.",0
513,"- Кажи, браччіку, далі,- просить Іван, а Микола знов починав:

- Арідник був здатний до всього, що надумав - зробив.",1
514,"А бог, як що хотів мати, мусив вимудровувати в нього або украсти.",0
515,"Поробив арідник вівці, зробив си скрипку і грав, а вівці пасуться.",-1
516,"Побачив бог та й вкрав тото в него, і вже обоє пастушат.",-1
517,"Що є на світі - мудрощі, штудерація всяка,- то все від нього, від сотони.",1
518,"Де що лиш в - віз, кінь, музика, млин або хата,- все вигадав він… А бог лиш крав та давав людям.",-1
519,"Таке-то…

Раз арідник змерз та й, щоб загрітись, вигадав ватру.",0
520,Прийшов бог до ватри і дивиться на вогонь.,0
521,"А той вже знав, чого він.",0
522,"""Все ти, каже, у мене покрав, а сього не дам"".",0
523,"Але дивиться арідник, а бог кладе вже ватру.",0
524,"Так йому стало досадно, що він озьмив та й плюнув у божу ватру.",0
525,А з тої слини і знявся над вогнем дим.,-1
526,"Перше ватра була без диму, чиста, а відтоді курить…

Довго Микола оповідає, а коли ненароком згадає чорта, Іван хрестить груди під кептарем.",-1
527,"Микола ж тоді плює, аби нечистий не мав над ним сили…

x x x
Занедужав Микола - і Іван замість нього пильнує ватри.",-1
528,"Проти вогню, на лаві, спить ватаг, а там, в кутку, де неспокійно хвилюють тіні од бербениць, постогнує хорий.",-1
529,"В чорнім котлі кипить вода, дим збивається вгорі, під дах, і вилітає крізь Єонти.",-1
530,"Часом нечистий дихне у діру, і тоді дим з силою буха та гризе очі, але то добре, бо не можна заснути.",0
531,А сон налягає.,0
532,"Щоб одігнати його, Іван встромлює очі в живий вогонь.",1
533,"Він мусить сокотити вогонь, сю полонинську душу, бо хто знає, що б сталось, якби не вберіг!",-1
534,Весела грань сміється до Івана з-під важкого накладу і раптом чезне.,-1
535,"Перед очима пливуть вже зелені плями, розпливаються у царинки, у смерековий ліс.",-1
536,По царинці ступають білі ноги Марічки.,0
537,Вона кида в поліг граблі і простягає до нього руки.,0
538,"І у ту мить, коли Іван ось-ось мав почути м'яке тіло Марічки на своїх грудях, з лісу виходить з риком ведмідь, а білі вівці мечуться вбік і одділяють його од Марічки.",0
539,"""Ху, пек ті та цур!… Невже заснув?""",0
540,"Жар з ватри кліпає оком, ватаг хропе, а під чорним покривалом рухливих тіней стогне Микола.",0
541,Чи не пора варити кулешу на сніданок для вівчарів?,0
542,Іван виходить з стаї.,0
543,Тиша і холод обіймають його.,0
544,"Десь в загородах диха худібка, збились вовною вівці, слабо блищать біля застайок ватри.",0
545,"Вівчарки обступили Івана, витягують залежане тіло, гребуться і труться до ніг.",0
546,"Чорні гори залляли долини, як велетенська отара.",-1
547,"Вони вікують у такій тиші, що чують навіть дихання худоби.",0
548,"А над ними розстелилося небо, ся полонина небесна, де випасаються зорі, як білі овечки.",1
549,"Чи ще щось є в світі, опріч сих двох полонин?",1
550,"Одна послалась долом, друга горою, а між ними, як дрібна цятка, чорніє пастух.",0
551,"А може, нема нічого.",0
552,"Може, ніч затопила вже гори, може.",-1
553,"зсунулись гори, роздушили усе живуще і лиш одно Іванове серце глухо калата під кептарем у безконечних мертвих просторах?",-1
554,"Самота, як біль зубів, почина ссать йому серце.",-1
555,"Щось велике, вороже душить його, ся затверділа тиша, байдужний спокій, сей сон небуття.",0
556,"Нетерплячка стука йому до голови, за горло хапає неспокій-і, стрепенувшись раптом, він з криком, улюлюканням й зойком кида собою у полонину, щоб серед Євалту вівчарок дико ревучим клубком зламати тишу, розбити ніч на скалки, як камінь шибку.",-1
557,"Ов-ов-во!…- одзиваються збуджені гори… Га-га-га…- повторяють в тривозі далекі верхи, і знову зімкнулась розбита тиша.",0
558,"Вівчарки вертають назад, скалять до Івана зуби та махають хвостами.",-1
559,Але зробилось іще сумніше.,0
560,"Схотілось сонця, веселого шуму ріки, теплого хатнього духу, розмови.",0
561,"Жаль вхопив серце, солодка туга.",-1
562,Згадки почали його заливати та хвилюватись перед очима.,-1
563,"І раптом почув він тихе: ""Іва-а!""",0
564,Хтось його кликав.,0
565,О!,0
566,"Знову: ""Іва-а!…""

Марічка?",0
567,Де вона взялась?,0
568,Прийшла на полонину?,0
569,Вночі?,0
570,Заблудилась і кличе?,0
571,"Чи, може, йому причулось?",0
572,"Ні, вона тут.",0
573,"Серце калата в Іванових грудях, але він вагається ще.",0
574,Куди іти?,0
575,"І знову, утретє, долітає до нього звідкись: ""Іва-а!…"" Марічка… вона… напевно… Він біжить навпростець, без стежки, туди, звідки чув голос, але стрічає лиш прірву, кудою не можна ні збігти, ані дістатись на полонину.",-1
576,Стоїть й заглядає у чорну безодню.,-1
